source,target
晨雾的指引,朝霧の導き
哀悼者之刃,哀悼者の刃
淘金梦,ゴールドラッシュの夢
紫禁之巅,紫禁の頂
幻想冲击,イマジンインパクト
装死,死んだふり
绝技！猪突猛进,絶技！猪突猛進
野猪骑士,ボアナイト
猛猪冲击！,ボアアサルト！
猛猪突击,ボアスラスト
砸地冲击,地面叩き
绝技！缭乱飞弹,絶技！カオスボルト
魂火环绕,魂火環繞
牵引雷球,牽引雷球
灭世陨石,滅世メテオ
弹跳魂弹,跳弾ソウルバレット
洞察弱点,弱点看破
我是传奇,アイ・アム・レジェンド
引力黑洞,重力ブラックホール
回旋利刃,回旋の刃
无人机兵,ドローン兵
三分光轮,三分光輪
无敌斩,無敵斬
卡尼曼射手,カナミア射手
放置节点,ノード設置
绝技！超会心,絶技！超会心
奥义！冰霜震荡,奥義！フロストショック
绝技！追猎猛斩,絶技！ハントスラッシュ
奥义！茧房术,奥義！コクーンスペル
奥义！静默潮汐,奥義！静寂の潮汐
绝技！碎星陨落,絶技！スターフォール
绝技！旋风打击,絶技！スピンストライク
绝技！强压之雷,絶技！サンダープレッシャー
绝技！静默之水,絶技！チルウォーター
突进,突進
绝技！瞬步奇袭,絶技！フラッシュレイド
奥义！雷霆天引,奥義！サンダーコール
奥义！迅捷涡流,奥義！スウィフトスワール
场地标记01,フィールドマーク01
场地标记02,フィールドマーク02
场地标记03,フィールドマーク03
场地标记04,フィールドマーク04
场地标记05,フィールドマーク05
场地标记06,フィールドマーク06
力量,筋力
力量+10,筋力+10
智力,知力
智力+10,知力+10
耐力,耐久力
耐力+30,耐久力+30
暴击,会心
暴击+25,会心+25
急速,ファスト
急速+25,ファスト+25
幸运,幸運
幸运+25,幸運+25
精通,器用さ
精通+25,器用さ+25
全能,万能
全能+25,万能+25
冰元素攻击,氷属性攻撃
冰元素攻击+5,氷属性攻撃+5
岩元素攻击,岩属性攻撃
岩元素攻击+5,岩属性攻撃+5
雷元素攻击,雷属性攻撃
雷元素攻击+5,雷属性攻撃+5
森元素攻击,森属性攻撃
森元素攻击+5,森属性攻撃+5
光元素攻击,光属性攻撃
光元素攻击+5,光属性攻撃+5
暗元素攻击,闇属性攻撃
暗元素攻击+5,闇属性攻撃+5
风元素攻击,風属性攻撃
风元素攻击+5,風属性攻撃+5
火元素攻击,火属性攻撃
火元素攻击+5,火属性攻撃+5
暴击几率,会心率
暴击+2%,会心率+2%
攻击速度,攻撃速度
攻击速度+1%,攻撃速度+1%
施法速度,発動速度
技能冷却,リキャスト
技能冷却缩减+1%,リキャスト+1%
幸运几率,幸運確率
幸运+2%,幸運確率+2%
暴击伤害,会心ダメージ
暴击伤害+3%,会心ダメージ+3%
幸运伤害,幸運ダメージ
幸运一击伤害倍率+3%,幸運ダメージ+3%
治疗效果,回復効果
治疗强度+3%,回復効果+3%
护盾减伤,バリアダメージ軽減
护盾受到伤害减免+4%,バリアダメージ軽減+4%
格挡减伤,レジストダメージ軽減
格挡伤害减免+4%,レジストダメージ軽減+4%
全能增伤,全能ダメージボーナス
全能增效+3%,全能ダメージボーナス+3%
全能减伤,全能ダメージ軽減
全能减免+3%,全能ダメージ軽減+3%
易伤强度,脆弱度
易伤增伤,脆弱ダメージボーナス
压制增伤,抑圧ダメージボーナス
压制伤害+3%,抑圧ダメージボーナス+3%
压制减伤,抑圧ダメージ軽減
压制减伤+3%,抑圧ダメージ軽減+3%
鼓舞效果,鼓舞効果
忽视防御,防御無視
忽视物理防御+2%,防御無視+2%
敏捷转换,敏捷変換
每8点敏捷提供1点物理攻击力。,敏捷8ポイントごとに物理攻撃力+1。
霹雳回旋,霹靂回旋
心眼一击,心眼一閃
心眼强化,心眼強化
居合天授,居合の才
追击风袭·上式,追撃の風・右刃
禅瞬之机,無心の好機
霹雳符印,霹靂
雷返,雷燕
拔刀真空波,抜刀真空波
一闪狂刃,狂刃
刃风界域,刃域
雷魂之触,目覚める雷魂
印记之息,刻印回復
幻影时延,月刃延長
幻镰之境·一式,月鎌の領域・初式
幻镰之境·二式,月鎌の領域・弐式
雷电之力,雷力
月影时延,時間差月影
霹雳之光,荒れ狂う光
雷咒,雷呪
决斗意识,戦闘意識
狂戮雷鸣,狂雷
敌影蔑视,敵蔑視
居合雷舞,雷舞
居合斩流,雷刃型
霹雳电种,霹靂電禍
一闪锐击,一閃強撃
疾电破袭,襲雷
破灭之终结,破滅雷閃
迅捷,迅速
每1%急速提供1%攻击速度。,ファスト1%ごとに攻撃速度+1%。
迅捷之刃,迅雷
雷符刀意,雷印刀意
无穷雷霆,無限の雷霆
雷印回溯,雷印回帰
雷霆神威,雷威
无双飞雷神,無双飛雷
暴斩,暴斬
追击风袭·下式,追撃の風・左刃
刀意双绝,刀意無双
雷印亲和,雷印親和
雷霆之压,雷圧
超高出力精进,彼岸［強化］
刀意雷击,刀意雷撃
破斩,破斬
暴裂,爆裂
瞬斩,瞬斬
精进,改良
雷霆之镰精进,雷霆鎌［強化］
刀意回复,刀意回復
月刃召唤流,月影型
"特殊攻击替换为月影，并增强使用该技能的能力。
施放月影，获得30刀意。

频繁消耗雷之印，召唤月刃持续的攻击目标。高额的急速，能让月刃的攻击加快；高额的幸运，能让月刃更加频繁的触发雷击。","特殊攻撃が月影殺に置き換わり、その運用能力が強化される。
月影殺を発動すると刀意を30獲得。

雷印を頻繁に消費し、月刃を召喚して対象を攻撃し続ける。高いファストは月刃の攻撃を速め、高い幸運は月刃の雷撃発動をより頻繁にする。"
月光电荷,月影電禍
刀意·极,刀意・極
雷鸣千闪,雷鳴千閃
雷击强化,雷撃強化
电荷捕手,集中電禍
雷击低语,雷の囁き
月影锐击,月影殺強撃
雷符极意,雷印極意
霹雳电荷,迅雷電禍
月刃神速,神速の月刃
回溯冥想,回帰冥想
幸运强效,1051078615
寒意·锐,鋭い冷気
智力转换,知力変換
每10点智力提供1点魔法攻击力。,知力10ポイントごとに魔法攻撃力+1。
寒霜咒印,氷結の呪い
寒冰启示,氷の啓示
玄冰之息,氷の吐息
浪潮精通,潮流精通
冰晶共鸣,氷晶共鳴
冰晶扩充,氷晶拡充
冰凌之约,氷凌の約束
寒风凝聚,寒風の集約
射线流,霜天
"特殊攻击替换为寒冰射线，并增强使用该技能的能力。
每拥有一个玄冰使得寒冰射线伤害+15%，每10%精通额外提升0.85%（不超过5%）同时消耗的寒冰能量+30%。
寒冰射线命中目标时, 每造成13次伤害冰之灌注剩余冷却时间缩减1秒（命中多个目标时只计数一次）。

持续消耗寒冰能量引导寒冰射线打击目标。高额的急速和精通，可使得射线引导更快同时强化寒冰能量的回复。","特殊攻撃がフロストレイに置き換わり、その運用能力が強化される。
玄氷を1つ所持するごとにフロストレイのダメージ+15%。精通10%ごとに追加で+0.85%（最大5%）。同時に消費する氷エネルギー+30%。
フロストレイが命中時、13回ダメージを与えるごとにパーマフロストの残りクールダウンが1秒短縮（複数命中でも1回計上）。

氷エネルギーを消費し続けてフロストレイで対象を攻撃する。高いファストと精通でビームの誘導が速まり、氷エネルギー回復も強化される。"
冰霜彗星,氷慧
冻结星辰,星凍結
冰暴双矛,氷槍追加
风雨际会,嵐の交会
碎冰之击,砕氷攻撃
冰川怒潮,氷河の怒濤
极寒之矛,極寒の槍
琉璃浩瀚,無辺なる氷
涓流连绵,氷流連綿
玄冰无界,玄氷無界
冰霜冲击,氷霜衝撃
速冻爆破,急速冷凍
冰息宁静,静かなる氷
冷却瞬息,瞬間冷却
冰光共鸣,氷共鳴
冰矛流,氷牙型
寒冰领域,氷の領域
冰冷脉冲,氷冷波動
智力冷却,知力冷却
次级增幅,二段増幅
寒意·流,冷気流
冰彗,氷恵
无尽苦寒,無尽極寒
冰矛连弹,氷槍連撃
陨星风暴之冻结,凍嵐
节能,凍源返還
霜之利刃,霜刃
深寒法矛,魔法の槍
陨星风暴之倍扩,隕石嵐拡張
冰矛暴击,氷槍会心
灌注升华,注入昇華
致命冰矛,致命氷槍
暴击之寒,酷寒
凛冽,凛烈
锐利冰暴,氷嵐
玄冰赋能,玄氷強化
寒霜侵袭,霜襲来
寒意留存,冷気温存
霜华启示,霜の啓示
涌能法则,湧力法則
冰晶之力,凍源の力
冰晶回升,凍源回復
冰箭速射,氷矢速射
潮流无尽,無限潮流
玄冰潮汐,玄氷の流れ
射线精进一式,フロストレイ［強化］
广域冰箭,広域氷矢
智力冰晶,知力凍源
快速吟唱,高速詠唱
冰箭锐击,氷矢強撃
射线绝唱,射線絶唱
智力增幅,知力強化
力量转换,筋力変換
每8点力量提供1点物理攻击力。,力量8ポイントごとに物理攻撃力+1。
疾转,疾転
业火连击,業火連撃
红莲,紅蓮
绯炎追命,緋炎追命
荒魂·破,荒魂・破
红莲双极,紅蓮双極
炎魂刻印,炎魂の刻印
荒魂·疾,荒魂・疾
灭烬之悟,滅燼の悟り
红莲灭烬之悟,紅蓮滅燼の悟り
绯炎追命飞腾,緋炎追命飛翔
无相专精流,無相専精流
炽热之契,灼熱の契り
时轮回溯,時輪回溯
炽焰,烈炎
炽焰炎爆,烈炎炎爆
幸运炎爆,幸運炎爆
荒川突袭,濁流突撃
时轮幸魂,時輪幸魂
时轮敏魂,時輪敏魂
魂归,魂帰
