source,target
Goblin Lair,ゴブリンの巣窟
Goblin Lair - Bane Reward I,ゴブリンの巣窟 災厄報酬Ⅰ
Goblin Lair - Bane Reward III,ゴブリンの巣窟 災厄報酬Ⅲ
Goblin Lair - Master,ゴブリンの巣窟[マスターモード]
Goblin Lair Random Gear,ゴブリンの巣窟ランダム装備
Goblin Lair - Shuro Barot,ゴブリンの巣窟・シュロバラット
Goblin Lair - Limit Breaker,ゴブリンの巣窟・極限王
Common Goblin Corpse,ゴブリンの死体
Goblin's Claw,ゴブリンの爪
Goblin Extermination,ゴブリンを討つ
Goblin Charge,ゴブリンアタック
Goblin Warrior,ゴブリンウォーリアー
Goblin Warrior Sigil,ゴブリンウォーリアーの刻印
Goblin Warrior Sigil Lv.3,ゴブリンウォーリアーの刻印・極
Goblin Warrior Sigil Lv.2,ゴブリンウォーリアーの刻印・精
Goblin Chief,ゴブリンウォーロード
Goblin Chief - Resonance,ゴブリンウォーロード-共鳴
Goblin Chief Sigil,ゴブリンウォーロードの刻印
Goblin Chief Sigil Lv.3,ゴブリンウォーロードの刻印・極
Goblin Chief Sigil Lv.2,ゴブリンウォーロードの刻印・精
Goblin Chief Triple Blade Wave Slash,ゴブリンウォーロードソードエネルギー3連スラッシュ
Lv.120 Gear - Goblin Chief Kit,ゴブリンウォーロードボス装備箱（装備Lv.120）
Lv.140 Gear - Goblin Chief Kit,ゴブリンウォーロード装備箱（装備Lv.140）
Lv.160 Gear - Goblin Chief Kit,ゴブリンウォーロード装備箱（装備Lv.160）
Goblin Chief Double Basic Attack,ゴブリンウォーロード通常攻撃2連
Goblin Slayer,ゴブリンキラー
Goblin Cudgel,ゴブリングロウ
Goblin Cudgel - Calamity,ゴブリングロウ・災禍
Goblin Eradicator,ゴブリンスレイヤー
Goblin Book - Falling Rocks,ゴブリンダンジョン-落石
Goblin Sword,ゴブリンナイト
Goblin Sword - Resonance,ゴブリンナイト-共鳴
Goblin Sword Corpse,ゴブリンナイトの死体
Void Goblin Sword,ゴブリンナイト・変異種
Goblin Sword Captain,ゴブリンナイト隊長
Goblin Grand Mage,ゴブリン・アークシャーマン
Goblin Limit Breaker,ゴブリン・極限
Goblin Roar Slow - Dungeon,ゴブリン咆哮スロウ-ヒロイックダンジョン
Goblin Rampage,ゴブリン大暴走
Goblin Chase,ゴブリン大追撃
Goblin Guard,ゴブリン守衛
Goblin Guard Sigil,ゴブリン守衛の刻印
Goblin Guard Sigil Lv.3,ゴブリン守衛の刻印・極
Goblin Guard Sigil Lv.2,ゴブリン守衛の刻印・精
Exterminate the Goblin camp,ゴブリン拠点の討伐
Repel Goblins,ゴブリン撃退
Repel goblins!,ゴブリン撃退！
Help Goblins,ゴブリン支援
Goblin Axeman,ゴブリン斧兵
Goblin Axeman Sigil,ゴブリン斧兵の刻印
Goblin Axeman Sigil Lv.3,ゴブリン斧兵の刻印・極
Goblin Axeman Sigil Lv.2,ゴブリン斧兵の刻印・精
Goblin Chieftain - Resonance,ゴブリン酋王-共鳴
Goblin (Passive),ゴブリン（パッシブ）
Fawning Robber,ゴマすりロバーズ
Trash Template - Easy,ゴミテンプレート-イージー
Trash Template - Normal,ゴミテンプレート-ノーマル
Trash Template - Hard,ゴミテンプレート-ハード
Goods Recycling,ゴミ回収
Rubber,ゴム
Rubber Ball,ゴムマリン
Goldie,ゴルディー
Golden Ghost,ゴルドエビル
Phantom Arachnocrab,ゴーストカニクモ
Phantom Arachnocrab Doll,ゴーストカニクモのぬいぐるみ
Lv.40 Gear - Phantom Arachnocrab Kit,ゴーストカニクモの装備箱（装備Lv.40）
Ghost hand card,ゴーストハンド
Jade Treasure Bow,ゴールデントレジャーボウ
Golden Double-Meat Burger,ゴールデンバーガー
Golden Double-Meat Burger Lv.1,ゴールデンバーガーG1
Golden Double-Meat Burger Lv.2,ゴールデンバーガーG2
Gold Rush Dream,ゴールドラッシュの夢
Golem,ゴーレム
Pilot Golem T-3,ゴーレム3型操縦
Pilot Golem T-4,ゴーレム4型操縦
Large Robot Summon Missile,ゴーレムLミサイル召喚
Large Robot Missile (Andra Slaying Only),ゴーレムLミサイル（アンドラ討伐戦専用）
March like a machine,ゴーレムのごとき進軍
Mystery of Golem,ゴーレムの謎
Mech Core,ゴーレムコア
Machine Core - Summon Missile,ゴーレムコア-ミサイル召喚
Machine Core - Summon Self-Destructing Machine,ゴーレムコア-自爆装置召喚
Golem Arena,ゴーレムリング
Byrnhald Golem,ゴーレム・マキナ
Pearl Golem,ゴーレム・マキナ-白
Scarlet Golem,ゴーレム・マキナ-緋
Cyan Golem,ゴーレム・マキナ-青
Mini Golem,ゴーレム・ミニマキナ
Electro Golem,ゴーレム・ミニマキナ-エレキ
Golem Strikes,ゴーレム出撃
Robot acceleration,ゴーレム加速
Golem Defensive Patrol,ゴーレム哨戒戦
Inscription 01 on the Golem Coating,ゴーレム塗装上の銘文01
Inscription 02 on the Golem Coating,ゴーレム塗装上の銘文02
Repel the Golem,ゴーレム撃退
Acquire Golem,ゴーレム獲得
Golem Steel Fist Battle,ゴーレム鋼拳戦
Psyger-0 - Speechless,サイガ-0・ガッカリ
Psyger-0 - Sparkle,サイガ-0・キラキラ
Psyger-0 - Sweatdrop,サイガ-0・汗
Psyger-0 - Confused,サイガ-0・疑問
Psyger-0 - Aha!,サイガ-0・閃き
Cycle Acceleration,サイクル加速
Saif,サイフ
Simon,サイモン
Uncle Simon,サイモンおじさん
Sylas,サイラス
Acoustic No.10,サウンド10号
Acoustic No.11,サウンド11号
Acoustic No.12,サウンド12号
Acoustic No.1,サウンド1号
Acoustic No.2,サウンド2号
Acoustic No.3,サウンド3号
Acoustic No.4,サウンド4号
Acoustic No.5,サウンド5号
Acoustic No.6,サウンド6号
Acoustic No.7,サウンド7号
Acoustic No.8,サウンド8号
Acoustic No.9,サウンド9号
Sound Wave Surge,サウンドサージ
Sound Healing Staff,サウンドヒールロッド
Ripple-Shell Clam,サザナミガイ
Southwind Pepper,サザンペッパー
Scorpion,サソリ
Defeat the combination of Scorpion and Dumb Hammer,サソリと鉄槌の2人を倒す
Defeat the Scorpion,サソリを倒せ
Sardina,サディナ
Sunny,サニー
Survival Instinct,サバイブ
Rusty Nail,サビクギ
Saphir,サファイア
Saphira,サフィラ
Shafir,サフィル
Gather Cleansing Saffron,サフラネイドを採集する
Saffron,サフラン
Side Quests,サブ
Sub Fighter Type 03,サブゴーレム03型
Supplementary skill,サブスキル
Minor Skill - Path of Annihilation,サブスキル-バニッシュブレード
Congratulations On Becoming The Vice Master,サブマスター就任
Sabrina,サブリナ
Auxiliary ingredients,サブ素材
Unexpected Surprise,サプライズ
Surprise Card (Ee-chan),サプライズカード──イー
Surprise Card (Blank),サプライズカード──空白
Rules of the Surprise Card Game,サプライズカードゲームのルール
Surprise Furniture Pack,サプライズ家具パック
Lazy Soldier,サボっている兵士
Lazybones,サボり魔
Slacking Soldier,サボる兵士
Kite Night (vivo),サマーナイトカイト（vivo限定）
Thunder Orb,サモンサンダーボール
Salumzahd Merchant,サラムザート商人
Celia,サリア
Sariia,サリヤ
Stanina,サルデーニャ
Sunglasses Ee-chan Balloon,サングラスイーの風船
Dark Sunglasses,サングラス・顔飾り
Design for Black Sunglasses,サングラス・顔飾りの設計図
Coral,サンゴ
Coral Ice Sea,サンゴの氷海
Parrotfish,サンゴガード
Radiant Bastion,サンシャドウのガードウォール
Sunstone,サンストーン
Raw Ore of Sunstone,サンストーンの原石
Siland,サンダー
Throw Thunder Arrow,サンダーアロー
Lightning Surge,サンダーエンハンス
Tempest Ogre,サンダーオーガ
Tempest Ogre - Resonance,サンダーオーガ-共鳴
Tempest Ogre Doll,サンダーオーガのぬいぐるみ
Lv.40 Gear - Tempest Ogre Kit,サンダーオーガの装備箱（装備Lv.40）
Lv.60 Gear - Tempest Ogre Kit,サンダーオーガの装備箱（装備Lv.60）
Lv.80 Gear - Tempest Ogre Kit,サンダーオーガの装備箱（装備Lv.80）
Tempest Ogre Weakening Performance - lightning storm Edition,サンダーオーガ虚弱デモ-嵐ダンジョン
Thunder Crystal,サンダークリスタル
Lightning Crystal Wave,サンダークリスタルウェーブ
Lightning Storm,サンダーストーム
Thunderstorm Zone,サンダーストームエリア
Spider Mine,サンダースパイダー回避チャレンジ
Rebound Spider Mine (Enemy - Test),サンダースパイダー折り返し(エネミー-テスト用)
Rebound Spider Mine (Neutral - Test),サンダースパイダー折り返し(中立-テスト用)
Rebound Spider Mine (Allied - Test),サンダースパイダー折り返し(味方-テスト用)
Thunderclap Arcane,サンダースマッシュ
Thunder Flash - Hand Cannon,サンダーフラッシュ・ハンドキャノン
Thunder Strike,サンダーフラッシュ（物理）
Stormfire Cleaver,サンダーフレイムエッジ
Thunder Cannon,サンダーヘビーキャノン
Thunder Vortex,サンダーボルテックス
Electro Shield,サンダーボールバリア
Thunderball Explosion,サンダーボール爆発
Thunder Sphere Tethering,サンダーボール牽引
Lightning Lizard,サンダーリザード
Lightning Lizard Sigil,サンダーリザードの刻印
Lightning Lizard Sigil Lv.3,サンダーリザードの刻印・極
Lightning Lizard Sigil Lv.2,サンダーリザードの刻印・精
Sancho,サンチョ
Sandy,サンディ
Sander,サンド
Sandro,サンドロ
Sunraku's Formal Attire,サンラクの公式衣装セットボックス
Sunraku's Twin Blades,サンラクの双剣・限定背飾り
Sunraku - Angry,サンラク・怒り
Sunraku - Processing...,サンラク・思考停止
Sunraku - Dizzy,サンラク・悩み
Sunraku - Panic,サンラク・焦り
Sunraku - Inspiration,サンラク・閃き
Sylvaine,サーウェン
Jester Hat,サーカスの帽子・頭飾り
Design for Jester Hat,サーカスの帽子・頭飾りの設計図
Rainbow Circle,サークルレインボウ・頭飾り
Sasa,サーシャ
Have You Seen Sasa?,サーシャを見かけなかった？
Fivefold Crescendo,サージクインテット
Thurston,サーストン
Wanderfruit Juice,サーチフルーツジュース
Wanderfruit Juice Lv.1,サーチフルーツジュースG1
Wanderfruit Juice Lv.2,サーチフルーツジュースG2
Wanderfruit Juice Lv.3,サーチフルーツジュースG3
Server Test Robot,サーバーテスト用ロボット
Surfboard - Glare,サーフボード・きらめき
Surfboard - Sunny Sea,サーフボード・晴れの海
Surfboard - Swift Sail,サーフボード・疾走
Zack,ザック
Lunooooo,ザックザク「ルーノ」！
Elder Splasha's Seal,ザブン長老の印
Elder Splasha's Ash Pact,ザブン長老の灰契
Pray 10 Times with Elder Splasha's Ash Pacts,ザブン長老の灰契に10回祈りを捧げる
Pray 1 Time with Elder Splasha's Ash Pact,ザブン長老の灰契に1回祈りを捧げる
Xavier,ザヴィル
Shea,シア
Cheryl,シェリル
Sherry,シェリー
Shell,シェル・頭飾り
Design for Shell,シェル・頭飾りの設計図
Shane,シェーン
Doombane Skin Pack,シシマイDXスキンセット
Shadow Doombane,シシマイ・幽蝕
Inferno Doombane,シシマイ・燎原
Joyous Doombane,シシマイ・豊楽
Sisk,シスク
Sisdium,システィム
System,システム
Sound effects,システムサウンド
System Recycling,システム回収
System Consignment Items,システム委託アイテム
System Restock,システム補充
Sislesa Mine,シスレザー鉱山
Sislesa Mine - Sorting and Transfer Zone,シスレザー鉱山-分類中継エリア
Sislesa Mine - Safe Zone,シスレザー鉱山-安全エリア
Sislesa Mine - Abandoned Cavern,シスレザー鉱山-廃棄坑道
Sislesa Mine - Mining Tunnel,シスレザー鉱山-採掘坑道
Sislesa Mine - Cavern 1,シスレザー鉱山-第１坑道
Sislesa Mine: Current Situation,シスレザー鉱山の現状
Rockthistle,シズカアザミ
Rockthistle Seed,シズカアザミの種
City Square Second Floor,シティ広場2F
Sid,シド
Sid's Request,シドの依頼
Sid's Hand-Drawn Map,シドの手描き地図
Sidney,シドニー
Coordinated Strike,シナジー攻撃
Sybil,シビル
Teleport Trick,シフトトリック
Green Puffer Scholar,シマフグ学者
Green Puffer Fishing King,シマフグ釣り王
A cloth strip covered in stains,シミだらけの布
Shy warrior,シャイな勇士
Radiant Pose,シャイニンポーズ
Tender Plant Stems,シャキシャキした植物の茎
Evernight Break,シャギラン・破暁
Shad,シャッド
Shabo,シャッポ
Digger Strike,シャドウアサルト
Umbral Seeker I,シャドウシーカーI
Umbral Seeker II,シャドウシーカーII
Umbral Seeker III,シャドウシーカーIII
Umbral Seeker IV,シャドウシーカーIV
Umbral Seeker V,シャドウシーカーV
Shadow Hunter,シャドウハンター
Design for Shadow Hunter,シャドウハンター・唇飾りの設計図
Shadow hand card,シャドウハンド
Shadowbreak Strike,シャドウブレイク
Shadow Foxen,シャドウランドフォックス
Safiya,シャフィーヤ
Note from Safiya,シャフィーヤがくれたメモ
Clear away,シャベルで掘る
Blow bubbles,シャボン玉
Guardian Bubble!,シャボン玉を守れ！
Bubble Machine,シャボン玉マシン
Shaman,シャマン
Carla Tee,シャルル・Tシャツ
Carla - Tsundere,シャルル・ツンデレ
Carla - Stunned,シャルル・ポカーン
Carla - Composed,シャルル・凝視
Carla - Helpless,シャルル・呆れる
Carla - Snicker,シャルル・嘲笑
Carla - Pouting,シャルル・怒る
Carla - Crying,シャルル・悲しい
Carla - Confused,シャルル・疑問
Carla - Serious,シャルル・真剣
Carla - Gentle,シャルル・親しい
Carla (Chibi),シャルル（デフォルメ）
Charlotte,シャルロット
Shangri-La Frontier,シャングリラ・フロンティア
Shark Doll,シャーク・頭飾り
Design for Shark Doll,シャーク・頭飾りの設計図
Sasha,シャーシャ
Sweet Dew Berry,シュガーベリー
Sweet Dew Berry - Lv.1,シュガーベリーG1
Sweet Dew Berry - Level 2,シュガーベリーG2
Sweet Dew Berry - Sample Pack,シュガーベリー・試食パック
Shuro Barot,シュロバラット
Shockwave,ショック
Shockwave Aura,ショックオーラ
Shock Defense Break,ショック防御破壊
Shopping,ショッピング
Store,ショップ
View Store,ショップを確認する
Stage Wave,ショーでの手招き
Display Case Challenger,ショーケースチャレンジャー
Quick Tips,ショートカットTips
Quick Placement,ショートカット配置
Sean,ショーン
Hiller,シラー
Serious Warrior,シリアスな勇士
Top Hat,シルクハット・頭飾り
Design for Top Hat,シルクハット・頭飾りの設計図
Veilfruit Stew,シルク魚介フルーツスープ
